ticker,entry_dt,exit_dt,entry,exit,reason,lot_rub,pnl_rub,pnl_pct,hold_d,win
PLZL,2025-08-14,2025-08-29,2108.01078,2119.8073915493364,SL,13652.99,79.4341422533452,0.5818076644994628,15,True
PHOR,2025-08-20,2025-09-04,7072.7072,6858.81095779887,SL,22904.54,-715.2484048538707,-3.1227363869952014,15,False
PLZL,2025-09-10,2025-09-30,2330.233,2404.7595,TIME,22411.44,445.8349996482043,1.9893188463044067,20,True
NVTK,2025-11-26,2025-12-16,1158.51584,1219.67802,TIME,14563.37,476.25841795034626,3.2702486989642248,20,True
OZPH,2025-12-12,2025-12-19,52.275227,50.86814303016033,SL,22935.11,-639.9671472725635,-2.7903382511466632,7,False
T,2025-12-10,2025-12-29,3234.52342,3237.4341676256577,SL,22935.11,36.71539038272807,0.16008377715532243,19,True
PLZL,2025-12-17,2025-12-29,2313.2313,2358.3774282693207,SL,22706.97,282.11705484582393,1.24242492435505,12,True
OZON,2025-12-28,2026-01-08,4541.95415,4356.325222030296,SL,18709.67,-782.9885116907614,-4.184940256513137,11,False
GMKN,2025-12-23,2026-01-12,143.594358,150.264972,TIME,22474.1,261.1273761986071,1.1619035965783153,20,True
RUAL,2026-01-13,2026-01-13,36.853685,36.8868496311315,SL,18713.54,-0.5596836042861764,-0.002990794923281091,0,False
IRAO,2026-01-16,2026-01-16,3.3203319999999996,3.323319966766799,SL,20400.45,-1.1828494256291133,-0.005798153597734919,0,False
PLZL,2026-01-13,2026-01-29,2547.2547,2648.403824160305,SL,19900.57,499.671107006089,2.510838166977574,16,True
RUAL,2026-01-14,2026-01-29,38.023802,40.19299264505616,SL,15834.52,223.83648794755592,1.4135981889413503,15,True
GMKN,2026-01-30,2026-01-30,168.196818,164.62915141250957,SL,23041.61,-511.5388402384817,-2.220065525970111,0,False
OZON,2026-01-30,2026-02-02,4731.97315,4574.115455928394,SL,23041.61,-791.3208582848517,-3.434312351805502,3,False
IRAO,2026-01-17,2026-02-04,3.450345,3.4626029731333685,SL,18824.4,28.8656343332932,0.15334159034706657,18,True
OZPH,2026-01-28,2026-02-05,52.815281,51.53334615,SL,22824.56,-576.5462963373683,-2.5259908464275687,8,False
T,2026-01-22,2026-02-11,3342.3342,3295.6704,TIME,22824.56,-341.32896407082325,-1.4954459760487089,20,False
MAGN,2026-02-01,2026-02-21,30.473046999999998,32.336766000000004,TIME,19009.18,686.2961705941193,3.610340743757065,20,True
PHOR,2026-02-25,2026-02-25,6669.6669,6705.79193138249,SL,22589.94,123.75723502236468,0.5478422475773052,0,True
T,2026-02-17,2026-03-03,3490.349,3404.1645495000002,SL,22384.05,-574.8194857372043,-2.567986962757876,14,False
TATNP,2026-03-03,2026-03-03,575.65756,576.175594238244,SL,21476.28,5.1107536548753565,0.023797201633035874,0,True
ROSN,2026-03-03,2026-03-03,437.0437,437.43699562562995,SL,22627.07,3.6740184411386725,0.016237269965305594,0,True
RUAL,2026-03-06,2026-03-06,42.954295,42.99294957007049,SL,17800.39,-0.40037183775084273,-0.002249230706466784,0,False
PHOR,2026-02-26,2026-03-09,6900.69,7059.404974615299,SL,22627.07,339.49442927384473,1.5003905908888986,11,True
TATNP,2026-03-04,2026-03-09,582.4582399999999,601.2311688053403,SL,20635.85,186.63791245798976,0.9044353029218072,5,True
NVTK,2026-03-06,2026-03-09,1312.23121,1356.9715855490554,SL,19144.65,219.3884662222628,1.1459518258221633,3,True
RUAL,2026-03-09,2026-03-18,45.10451,42.518655184246064,SL,13078.68,-762.5083462988646,-5.830162878049349,9,False
TATNP,2026-03-10,2026-03-20,602.86028,609.83901,END,13795.94,145.82645424037435,1.0570244161715283,10,True
LKOH,2026-03-11,2026-03-20,5673.06725,5806.4193000000005,END,21460.39,482.7388342907678,2.2494411065724704,9,True
